State,Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total intl calls,Customer service calls,Churn
WI,153,No,No,0,159.5,103,2,1,True
KY,71,No,No,0,104,92,8,0,False
MD,71,No,Yes,31,115.4,90,4,1,False
IN,68,No,No,0,222.1,107,3,2,False
MA,66,No,No,0,116.4,98,3,3,False
ND,101,No,No,0,217.7,118,0,3,False
VT,116,No,No,0,129.4,84,3,0,False
CT,54,No,Yes,33,161.8,73,4,0,False
VA,112,No,Yes,29,198.8,122,5,1,False
MS,122,No,Yes,45,147.8,85,5,1,False
AK,74,No,No,0,262.3,114,5,3,False
WY,90,No,No,0,246.4,83,7,1,False
NY,112,No,No,0,174.3,123,6,4,True
NC,85,No,No,0,183.4,111,4,4,False
IL,100,No,No,0,191.9,95,3,1,False
OH,114,No,No,0,187.8,109,3,2,False
RI,83,No,No,0,259.7,106,2,0,False
WY,157,Yes,No,0,180.4,123,5,0,False
OR,51,No,No,0,51.8,107,4,2,False
NV,42,No,No,0,303.9,106,3,1,True
ND,101,No,Yes,36,123.7,125,4,1,True
OR,112,No,No,0,206.2,122,7,3,False
ND,56,No,No,0,164.3,92,1,2,False
NJ,53,No,No,0,228.6,117,2,9,True
WV,64,No,Yes,22,200.4,80,5,1,False
VA,123,No,No,0,154.3,107,8,0,False
ID,68,No,Yes,30,122.9,93,2,2,False
CT,40,Yes,No,0,220.8,100,3,0,False
NM,132,No,No,0,214.6,78,2,0,False
CT,120,Yes,No,0,202,123,2,2,True
MI,108,No,Yes,32,209.5,108,6,6,True
SC,161,No,No,0,297.9,141,5,1,True
SC,130,No,No,0,212.8,102,4,0,True
NY,122,No,No,0,145.6,102,5,0,False
MT,130,No,Yes,19,152.9,87,6,2,False
WY,90,No,No,0,125.4,158,7,1,False
NE,139,No,Yes,25,138.3,96,8,0,False
IN,57,No,No,0,189.3,157,5,3,False
CO,128,No,No,0,199.3,86,2,4,False
WY,127,Yes,No,0,247.5,99,3,2,False
MD,107,No,No,0,294.9,71,5,1,True
OK,177,No,No,0,175.4,99,3,1,False
SD,121,No,No,0,179.4,70,5,1,False
SC,99,Yes,Yes,39,126.8,94,4,0,False
NY,126,Yes,No,0,239.7,87,1,1,True
NY,77,No,Yes,33,143,101,4,5,True
WV,21,No,No,0,91.9,109,7,2,False
WA,56,No,No,0,210.4,80,4,1,False
ID,92,No,Yes,29,201.3,130,6,1,True
MN,81,No,No,0,145.6,59,4,2,False
TX,139,Yes,Yes,31,203.5,82,6,1,True
AZ,68,No,No,0,232.4,76,2,1,False
DE,183,No,Yes,8,86.5,119,2,2,False
CO,90,No,No,0,109.9,102,6,0,False
WI,165,No,No,0,156,88,5,1,False
WI,89,No,No,0,326.3,112,1,1,True
NJ,59,No,No,0,195,58,9,0,False
IL,16,Yes,No,0,110,91,7,0,False
DC,114,No,No,0,147.1,119,3,5,True
IA,113,No,No,0,156,141,5,2,False
GA,120,No,No,0,98.2,99,4,2,False
AK,115,No,No,0,210.6,120,5,0,False
CA,37,No,No,0,239.9,120,4,2,True
MN,100,Yes,No,0,159.9,94,2,2,True
CO,132,No,No,0,197.8,66,3,4,True
KY,38,No,Yes,36,115.4,98,6,2,False
SC,1,No,No,0,123.8,113,2,0,False
MT,97,No,Yes,15,117.6,97,3,1,False
KY,55,No,Yes,28,105.3,82,6,2,False
WV,75,No,No,0,111.7,121,6,1,False
ID,83,No,No,0,159.3,104,3,2,False
MN,40,No,No,0,81.7,123,3,6,True
MA,101,No,Yes,21,238,88,5,2,False
MD,120,No,Yes,40,128.1,99,3,0,False
SD,183,No,Yes,31,171.2,104,4,1,False
PA,75,No,No,0,109,88,3,4,True
KY,80,No,No,0,220,114,3,2,False
ID,88,No,No,0,55.6,65,4,0,False
NY,112,No,Yes,23,286.6,79,6,1,False
NM,63,No,No,0,207.6,96,2,1,False
CA,105,No,Yes,31,109.6,108,4,4,True
ID,92,No,No,0,197.2,113,5,2,False
WY,177,No,No,0,175.7,120,4,1,False
NM,118,No,No,0,205.2,115,6,0,False
HI,111,No,Yes,13,193.1,104,4,1,False
ID,82,No,Yes,34,232.6,121,3,3,False
NC,74,No,No,0,102.7,89,5,0,False
TX,121,No,Yes,31,263.1,70,4,5,False
GA,131,No,No,0,197,79,5,1,False
AL,125,No,No,0,169.3,90,6,2,False
ME,19,No,No,0,201.5,123,4,1,False
VA,138,No,No,0,251,119,3,3,False
ID,119,No,No,0,230.4,117,6,3,False
NY,137,No,No,0,109.8,120,6,1,False
NC,182,No,No,0,279.5,118,4,2,True
OH,135,No,No,0,173.4,107,6,1,False
HI,134,No,Yes,38,214.4,93,8,1,False
DC,45,No,No,0,96.1,103,4,1,False
TN,129,No,No,0,101.4,145,6,1,False
VT,142,No,No,0,232.5,74,6,4,False
MD,130,No,Yes,45,174.5,120,2,1,False
LA,163,No,Yes,23,224,126,4,1,False
HI,105,No,No,0,211.1,99,7,4,False
FL,119,No,No,0,109.2,96,5,2,False
WY,78,No,No,0,220,95,5,0,False
NE,92,No,No,0,181.4,98,4,2,False
WY,146,No,Yes,11,180.7,82,4,2,False
OR,125,No,Yes,32,96.5,109,2,1,False
IN,88,No,No,0,183.5,93,5,3,False
MD,83,No,Yes,38,107.9,90,2,0,False
TN,3,Yes,No,0,161,96,6,1,False
WV,152,Yes,Yes,41,146.8,128,2,1,True
WA,48,No,No,0,149.2,146,2,3,False
MS,189,No,No,0,227.8,124,4,3,False
OH,95,No,Yes,23,160.3,87,3,0,False
IN,129,No,No,0,137.8,120,6,1,True
CO,66,No,Yes,40,141.7,87,7,0,False
TX,80,No,Yes,22,196.4,115,1,0,False
AK,1,No,No,0,175.2,74,3,1,False
WV,84,No,No,0,146.8,133,3,1,False
MA,96,No,No,0,173.9,111,7,1,False
TN,123,No,Yes,34,305.2,80,7,1,False
ID,116,Yes,Yes,29,162.3,91,2,3,True
DE,105,Yes,No,0,150,106,7,3,False
VA,80,No,No,0,197.5,114,4,1,False
MT,157,No,No,0,240.2,67,6,2,False
ID,67,No,Yes,30,186.2,117,3,2,False
IN,141,No,Yes,39,116.9,127,2,0,False
MD,79,No,Yes,17,236.7,95,4,1,False
MS,76,No,No,0,173.2,93,3,0,False
WA,111,No,No,0,152.2,114,3,0,False
OH,94,No,No,0,181.3,135,2,0,False
RI,143,No,No,0,167.8,72,6,4,True
AR,109,No,No,0,175.4,125,9,1,False
AZ,138,No,No,0,87.6,112,10,2,False
SC,73,No,No,0,203.3,45,6,0,False
KY,21,No,No,0,92.6,95,3,5,True
AL,148,No,Yes,21,262.9,135,4,1,False
NE,103,No,No,0,160.8,91,3,1,False
MT,143,No,Yes,22,141.8,116,3,1,False
MN,79,No,Yes,32,50.6,62,4,2,False
NV,89,No,No,0,134.9,59,5,1,False
CA,120,No,No,0,252.1,110,3,1,False
UT,121,No,Yes,41,215.5,95,3,1,False
IL,101,No,No,0,124.8,66,4,0,False
DC,115,No,No,0,178.7,114,5,2,False
IN,168,No,No,0,183.2,131,5,2,False
NM,90,No,No,0,167.5,96,1,1,False
MS,70,No,No,0,147.1,105,9,3,False
VT,138,No,No,0,230.1,107,4,1,False
VT,43,No,No,0,135.8,125,3,0,False
UT,117,No,Yes,20,205.7,98,3,2,False
KY,108,No,No,0,73.8,105,3,2,False
VA,118,No,No,0,189.3,119,1,2,False
OH,169,No,No,0,147.2,115,6,3,False
AZ,62,No,Yes,42,137.3,95,3,0,False
NY,86,No,No,0,70.7,125,0,2,False
VA,44,No,No,0,204.6,117,5,0,False
MD,111,No,No,0,123.1,88,2,5,True
MA,127,No,Yes,19,129.7,115,3,2,False
IL,151,Yes,No,0,198.7,70,4,0,False
LA,53,No,No,0,145.1,116,5,2,False
MO,15,No,No,0,135.2,101,5,2,False
DC,123,No,Yes,28,124.7,105,8,1,False
PA,137,No,No,0,215.9,76,4,1,False
TN,106,No,No,0,119.2,142,9,2,False
NJ,88,No,No,0,144.3,116,10,3,False
VA,106,No,No,0,235.2,121,4,1,False
TN,95,No,No,0,174,57,2,0,False
NJ,57,Yes,No,0,115,65,1,0,True
WA,184,No,No,0,151.7,93,8,2,False
AR,109,No,No,0,153.1,102,9,3,False
WI,127,No,No,0,218.6,93,5,2,False
WA,82,No,No,0,265.2,122,9,2,False
RI,180,No,No,0,143.3,134,4,1,False
ME,174,No,No,0,190.3,98,9,2,False
CO,92,No,No,0,184.7,60,6,2,True
CO,81,No,No,0,115.3,99,2,1,False
RI,125,No,No,0,113,108,5,2,True
CT,119,No,No,0,294.2,100,1,0,True
NC,122,No,No,0,215.6,86,8,3,False
WY,34,No,No,0,128.8,80,7,1,False
OR,138,Yes,Yes,28,211.2,117,2,3,True
FL,90,No,Yes,24,71.2,82,1,1,False
KY,73,No,No,0,94.9,121,2,2,False
SC,19,No,No,0,259.4,116,3,1,True
WA,120,No,Yes,28,215.8,123,3,1,False
MT,160,No,No,0,97.5,113,4,3,False
PA,141,No,No,0,146.5,121,5,0,False
MA,90,No,No,0,157.9,72,5,2,False
VT,72,No,No,0,139.9,117,4,2,False
MN,117,No,Yes,21,153.2,112,7,1,False
IL,79,Yes,No,0,103.5,134,4,2,False
AR,87,No,No,0,185.8,119,4,1,False
MD,102,No,No,0,129.5,56,3,1,False
MT,49,No,No,0,236.6,91,2,1,False
VT,67,No,No,0,260.4,107,2,6,False
CO,107,No,No,0,167.3,100,5,2,False
NC,190,No,No,0,182.2,101,4,2,False
WA,118,No,No,0,113,80,4,2,False
TN,120,No,No,0,185.7,133,6,0,False
AR,94,No,No,0,136.2,114,5,0,False
DC,115,No,Yes,29,222.6,81,2,1,False
MN,61,No,No,0,197.3,67,6,1,False
IA,143,No,Yes,33,141.4,130,6,1,False
KS,110,No,No,0,208,69,11,1,False
ND,104,No,No,0,118.5,92,4,1,False
MT,16,No,No,0,153.2,65,8,1,False
IL,183,No,No,0,108.3,87,2,0,False
DC,147,No,No,0,168.6,92,8,2,False
KY,58,No,No,0,247.2,116,2,2,True
MS,102,Yes,No,0,224.2,81,8,3,False
TN,123,No,No,0,166.9,98,4,3,False
IA,64,No,Yes,43,118.4,100,6,1,False
AK,103,No,No,0,190.9,62,3,2,False
MN,152,No,No,0,317.8,60,7,1,True
WV,124,No,No,0,312,112,4,1,True
OR,97,No,No,0,146,121,2,1,False
MS,131,No,No,0,131.6,95,3,1,True
ME,57,No,Yes,33,193.4,105,11,2,False
MN,157,No,No,0,185.1,92,5,2,False
GA,194,No,No,0,193.3,106,4,0,False
DC,66,No,No,0,146.4,107,2,1,False
GA,155,No,No,0,71.2,90,4,0,False
NY,123,No,No,0,123.2,104,5,4,True
OK,116,No,No,0,205,90,4,2,False
OK,63,No,No,0,128.7,78,6,1,False
GA,64,No,No,0,216.9,78,5,3,False
NJ,96,No,No,0,150,122,1,3,False
MN,53,No,No,0,164.1,106,2,1,False
ME,105,No,No,0,212,113,7,3,False
MI,53,No,Yes,37,167.3,99,9,2,False
MT,101,No,No,0,154.4,130,4,1,False
NE,129,No,Yes,30,177.3,95,7,3,False
ND,122,No,No,0,231.2,141,5,1,True
VA,163,No,No,0,202.9,100,3,5,False
VT,93,No,No,0,149.6,120,9,0,False
OH,115,Yes,No,0,345.3,81,8,1,True
AL,25,No,No,0,264.9,80,4,1,True
DC,73,No,No,0,122,92,5,1,False
ND,120,No,No,0,177.2,88,2,2,False
TN,196,No,No,0,133.1,80,8,1,False
DE,97,No,No,0,225.1,90,4,0,True
NY,148,No,No,0,208.4,120,4,1,False
AL,85,No,Yes,30,173.1,107,5,1,False
OK,86,Yes,No,0,162.4,131,2,2,True
MS,78,No,Yes,13,281.2,93,5,2,False
MD,106,No,No,0,208.3,89,4,3,False
NE,147,No,Yes,38,243.4,126,8,2,False
AR,145,No,No,0,224.2,89,3,1,True
IL,91,No,No,0,189.3,100,3,3,False
IN,81,No,Yes,46,168.3,124,2,4,False
UT,116,No,Yes,24,232.9,90,6,1,False
LA,69,No,Yes,37,155,98,4,1,False
ID,135,No,No,0,154.4,130,3,0,False
KY,73,No,No,0,234.7,102,8,2,False
MI,48,No,No,0,240,88,9,1,False
NH,125,Yes,No,0,298.4,78,2,0,True
WV,100,No,No,0,166,102,4,1,False
OR,165,No,Yes,33,111.6,140,3,0,False
SD,64,No,No,0,174.5,98,2,2,False
MD,116,Yes,Yes,27,175.5,137,5,1,False
ND,147,Yes,Yes,35,157.5,109,2,3,True
TN,115,No,No,0,206.2,113,7,1,False
MO,84,No,Yes,35,207.5,138,16,4,False
IL,86,No,Yes,16,144.8,105,2,4,False
UT,134,No,No,0,258.8,85,7,2,False
MI,105,No,No,0,226.9,106,2,0,True
AR,88,No,No,0,152.9,119,5,2,False
TX,90,No,Yes,27,156.7,51,6,2,False
AK,86,No,No,0,150.8,85,1,1,False
TN,37,No,No,0,221,126,3,4,False
NH,141,No,Yes,32,322.4,92,3,1,True
NM,148,No,No,0,153.6,148,3,2,False
MN,163,No,Yes,22,215.1,91,2,2,False
IA,89,No,Yes,35,174.4,108,3,1,False
RI,63,No,No,0,180.5,126,3,0,False
AL,102,No,No,0,123.1,106,7,2,False
NC,76,No,No,0,165.7,94,4,1,False
SD,104,No,No,0,200.2,92,6,2,False
MT,109,No,No,0,154.8,82,9,3,False
HI,105,No,No,0,125.4,116,9,2,False
MT,63,No,Yes,33,184.2,111,4,1,False
KY,105,No,Yes,24,274.7,99,3,3,False
DC,68,Yes,Yes,39,142,140,5,1,False
CO,63,Yes,Yes,21,151.5,99,4,1,False
MI,74,No,No,0,124.8,114,7,3,False
AL,76,No,No,0,179.2,85,2,0,False
KS,91,Yes,No,0,246.4,110,2,2,True
NC,101,No,No,0,232.7,114,6,5,False
SC,116,No,No,0,288,120,4,0,True
CO,131,No,Yes,23,170.8,145,1,1,False
MN,84,No,No,0,216.1,114,3,1,False
WY,104,No,No,0,138.7,100,4,2,False
FL,108,No,No,0,210.7,112,5,3,False
NY,111,No,No,0,181.8,117,9,0,False
OK,155,No,Yes,30,61.6,103,5,1,False
ME,66,No,No,0,207.7,85,3,1,False
NE,64,No,No,0,219.2,73,5,1,False
OH,69,No,No,0,227,122,1,2,False
CT,116,No,No,0,245.9,73,5,3,False
DC,101,No,No,0,257.3,84,7,0,False
OK,15,No,No,0,121.1,130,5,2,False
NJ,88,No,No,0,301.5,136,2,4,True
IA,197,No,No,0,233.9,96,3,0,False
VA,50,Yes,No,0,99.6,108,6,2,True
VA,172,No,No,0,169.8,123,7,2,False
NM,188,Yes,Yes,26,198.8,115,3,1,True
FL,85,Yes,No,0,116.2,86,3,3,False
RI,103,Yes,No,0,255.9,128,2,1,True
NJ,136,No,Yes,27,187.7,84,4,3,False
NE,155,No,Yes,21,195.9,91,4,0,False
WV,145,No,No,0,129.4,97,2,2,False
WY,116,No,Yes,12,221,108,6,2,False
SC,152,No,No,0,140.5,92,5,2,False
MS,65,Yes,No,0,277.9,123,10,0,True
ND,180,No,No,0,224.9,105,5,3,True
IL,67,No,No,0,109.1,117,6,0,False
OR,60,No,No,0,207.8,109,9,0,False
UT,138,No,No,0,205.9,96,8,0,False
IA,44,No,No,0,308.6,139,3,4,True
ME,25,No,No,0,242.6,69,6,2,False
WY,145,No,No,0,229.6,82,3,1,False
WI,122,No,Yes,28,166,62,3,2,False
SC,121,No,No,0,144.8,126,9,0,True
DC,55,Yes,No,0,106.1,77,3,0,False
CT,77,No,No,0,221.8,84,4,1,False
OR,12,No,No,0,204.6,98,7,2,False
OR,64,No,No,0,213.5,93,3,3,False
NV,92,No,Yes,44,152,95,1,2,False
MN,125,Yes,Yes,29,260.8,81,6,1,True
OK,160,No,No,0,166.4,117,2,1,False
KS,79,No,No,0,177.9,83,8,0,False
RI,36,No,No,0,235.1,97,7,3,False
DC,102,No,No,0,186.8,92,4,2,False
IL,138,Yes,No,0,268.4,81,4,1,False
UT,164,No,No,0,192.1,95,3,3,False
MN,125,No,No,0,240.7,82,3,0,True
WI,72,No,No,0,179.9,113,7,2,False
MI,74,No,No,0,314.1,86,5,3,True
MI,134,No,Yes,41,162,82,5,0,False
MA,145,No,No,0,175.8,89,4,1,False
AL,136,No,No,0,109.4,91,5,0,False
SC,209,No,No,0,255.1,124,5,3,True
WI,66,Yes,No,0,208.7,84,3,3,False
VT,152,No,Yes,20,214.6,108,5,1,False
CT,162,No,No,0,49.2,121,13,1,False
OR,72,No,No,0,141.3,133,3,2,False
HI,101,No,No,0,253.2,89,7,4,False
WV,125,No,No,0,206,128,3,0,False
RI,46,No,No,0,40.4,105,2,2,False
MI,132,No,No,0,291.2,104,3,1,True
ME,193,No,Yes,31,71.2,58,3,0,False
WV,63,No,No,0,261.8,69,4,0,True
NE,124,No,No,0,191.3,134,3,1,False
DC,144,No,No,0,133.3,101,2,0,False
NH,116,No,Yes,24,183.6,138,3,2,False
MD,189,No,Yes,30,155.2,116,6,1,False
NH,97,No,Yes,28,283.1,93,8,1,False
WV,137,No,Yes,50,186.5,94,4,2,False
IL,142,No,Yes,38,163.3,104,6,0,False
OK,84,No,No,0,203.4,125,2,1,False
NH,119,No,Yes,19,178.1,110,6,1,False
MI,158,No,No,0,195.9,103,3,1,False
ND,50,No,No,0,295.3,127,6,1,False
LA,98,No,No,0,136.1,82,5,2,False
HI,101,No,Yes,24,114.1,95,9,2,False
NJ,182,No,No,0,279.1,124,11,2,True
WV,51,No,No,0,169.3,111,3,0,False
NC,117,No,No,0,214.4,94,1,2,False
PA,92,Yes,No,0,255.8,125,3,0,False
MI,86,No,No,0,148.2,71,3,2,False
WY,122,No,No,0,119.3,93,4,2,False
NJ,156,No,Yes,27,192.3,137,8,1,False
NJ,127,No,No,0,245.2,91,6,0,True
NC,130,Yes,No,0,216.2,106,2,5,True
NM,158,No,No,0,172.4,114,0,2,False
MS,145,Yes,Yes,30,175.3,107,3,1,False
TX,90,Yes,Yes,26,169,104,3,0,True
OK,127,No,Yes,27,2.6,113,5,3,False
ID,109,No,No,0,184.1,143,2,1,False
AL,88,No,No,0,181.9,90,3,1,False
WY,101,No,Yes,9,160.1,116,9,0,False
HI,171,No,No,0,189.8,122,1,0,False
VA,21,No,No,0,223.2,142,2,1,False
WV,145,No,Yes,31,216,94,1,2,False
DE,90,No,No,0,198.5,124,7,2,False
CA,33,No,No,0,159.5,115,7,1,False
PA,61,No,Yes,40,105,78,2,2,True
CO,107,No,No,0,204.5,108,1,3,False
MD,147,No,No,0,274,92,1,0,True
AL,117,No,No,0,158.7,84,10,2,False
AL,95,No,No,0,229.9,116,6,1,False
KS,186,No,No,0,137.8,97,6,1,False
MI,128,No,No,0,179.4,94,4,0,False
AK,55,No,Yes,39,139.3,101,1,3,False
OH,134,No,No,0,7.8,86,2,2,False
IN,96,No,Yes,23,183.1,88,7,1,False
SC,107,No,No,0,206.9,79,3,0,False
KS,123,No,No,0,140,106,1,2,False
OK,35,No,No,0,179.2,59,7,2,False
WI,74,No,No,0,177.4,136,3,0,False
IN,130,No,No,0,115.6,129,9,1,False
IL,137,Yes,No,0,237.3,103,4,0,True
TN,88,No,No,0,181.5,116,7,1,False
DC,80,No,No,0,51.5,90,4,3,False
NC,116,No,Yes,19,155.7,104,2,3,False
RI,123,No,Yes,23,245,88,3,2,False
MS,120,No,No,0,131.7,99,3,1,False
VA,146,Yes,No,0,111.1,126,6,1,False
KY,106,No,Yes,9,88.5,100,4,3,False
NV,121,No,Yes,44,116,85,2,1,False
WI,137,No,No,0,155.5,81,2,1,False
NH,84,No,Yes,30,106.5,65,3,2,False
NE,67,No,Yes,31,175.2,68,6,1,False
WI,161,No,No,0,154.7,84,2,4,True
NJ,134,No,Yes,34,247.2,105,5,2,True
ME,62,Yes,Yes,32,218.4,93,3,0,True
WY,120,No,Yes,24,227.5,81,13,1,False
IN,130,No,Yes,30,185,117,7,0,False
WI,20,No,No,0,186.8,89,6,2,False
VT,68,No,No,0,158.8,119,3,1,False
CA,112,No,No,0,208.7,150,4,0,False
IN,77,No,No,0,185.9,95,4,3,False
SC,109,No,No,0,222.5,74,3,2,False
IN,108,No,No,0,201.1,101,3,3,False
IA,79,No,Yes,17,167.9,114,2,1,False
MD,119,No,No,0,239.1,88,3,3,True
MN,38,No,No,0,175.7,109,3,5,True
AR,109,No,Yes,29,111.2,90,6,6,True
MS,78,No,No,0,87.7,74,6,1,False
MN,134,No,No,0,244.1,99,2,0,False
WA,47,No,Yes,27,165,89,4,2,False
MS,59,No,Yes,27,127.4,110,3,0,False
ID,151,No,No,0,194.8,106,3,0,False
NC,129,No,No,0,54.7,131,4,1,False
VA,107,No,Yes,27,283.4,104,7,2,False
MT,137,Yes,No,0,258,112,3,0,True
MI,76,No,No,0,90.5,142,2,1,False
HI,24,No,No,0,235.6,132,2,0,False
NC,169,No,No,0,142.5,82,4,2,False
MN,30,No,No,0,54,68,8,1,False
WV,70,No,No,0,214.8,87,3,3,False
SD,52,Yes,No,0,251.4,118,2,0,True
HI,3,No,No,0,139,99,3,4,False
MS,38,No,No,0,117.3,114,2,2,False
NY,104,No,No,0,264,108,8,3,False
LA,27,No,No,0,82.6,105,4,1,False
KS,166,Yes,Yes,28,175.8,126,5,1,False
MA,13,No,No,0,220.4,100,8,2,False
AK,52,No,No,0,217,104,4,2,False
SD,114,No,Yes,25,129,77,5,1,False
CO,156,No,No,0,150.5,106,3,1,False
NH,90,No,Yes,42,193.3,66,4,0,False
WV,62,No,No,0,189.5,122,5,2,False
AZ,82,No,Yes,33,137.8,95,6,2,False
ME,52,No,No,0,129.3,80,4,3,False
NH,146,No,No,0,115.6,77,6,1,False
RI,120,No,Yes,23,221.9,114,5,2,False
ID,130,No,No,0,263.7,113,6,1,True
WI,90,No,No,0,61.3,91,9,1,False
NM,147,Yes,No,0,183.8,113,4,1,False
WY,159,No,No,0,167.4,68,3,0,True
IL,74,No,Yes,27,154.1,122,2,4,False
TX,130,No,No,0,252,101,5,0,False
RI,155,Yes,No,0,163.1,94,3,0,False
MI,87,No,No,0,198.3,80,4,2,False
OR,81,No,No,0,324.7,48,5,0,True
VA,99,No,No,0,128.3,78,9,2,False
SD,131,No,No,0,187.9,110,11,2,False
AL,89,No,No,0,129.2,71,4,5,True
MS,123,Yes,No,0,125.5,106,6,4,True
MS,130,No,Yes,26,257.2,108,4,1,False
HI,99,No,No,0,124.6,90,6,1,False
WV,36,No,No,0,175.1,144,3,1,False
WV,87,No,No,0,124.3,91,5,3,False
WV,139,No,No,0,271.6,130,9,2,False
IN,189,No,No,0,219.9,80,7,1,False
NM,96,No,Yes,33,183.3,115,15,3,False
DE,112,No,No,0,101.1,119,5,2,False
NC,75,No,No,0,203.3,70,3,1,False
NM,178,No,Yes,35,175.4,88,3,2,False
SC,112,No,No,0,266,97,2,2,True
NJ,108,No,Yes,41,171.6,110,7,0,False
AZ,100,No,No,0,78.7,98,8,0,False
RI,121,No,Yes,20,211.9,110,2,0,False
SD,116,No,No,0,63.7,101,6,1,False
NH,161,No,No,0,173.4,100,4,1,False
AL,19,Yes,No,0,237.7,98,4,0,False
WV,104,No,No,0,225.9,123,4,1,False
ID,119,Yes,Yes,32,173,101,4,0,False
MD,125,No,No,0,224.9,102,2,0,False
IN,156,No,No,0,237.7,122,4,1,False
WY,109,No,No,0,137,128,5,2,False
NH,95,No,No,0,142.5,109,3,2,False
MN,90,No,No,0,142.4,126,4,1,False
MA,105,No,Yes,21,147,112,3,2,False
NH,101,No,No,0,220.3,124,4,1,False
MN,95,No,No,0,149.2,96,2,1,False
IA,123,No,No,0,204.4,88,4,0,False
NY,160,No,No,0,216.8,77,2,1,False
AL,141,No,Yes,28,308,123,3,1,False
WV,87,No,No,0,58,125,3,0,False
NM,81,No,No,0,173.2,80,6,2,False
CA,75,No,Yes,19,210.3,90,3,4,False
MA,126,No,Yes,24,58.9,125,6,0,False
ME,28,No,No,0,236.8,102,3,3,False
FL,153,No,No,0,228.9,102,2,0,False
NH,97,No,Yes,32,90,87,6,2,True
IN,115,No,No,0,146.7,128,4,2,False
WI,95,No,No,0,237.3,83,6,1,False
MA,17,Yes,No,0,162.8,118,3,0,True
NH,105,No,Yes,20,186.9,114,2,1,False
TX,121,No,No,0,86.1,100,9,2,False
NC,125,No,No,0,212.3,89,2,2,False
CT,124,No,No,0,151,98,2,2,False
NJ,35,No,No,0,158.6,67,5,2,False
WY,134,No,No,0,296,93,10,0,True
LA,123,No,Yes,32,212.3,77,2,3,False
NV,124,No,No,0,234.4,61,6,3,False
WV,133,No,No,0,176.8,92,3,2,False
AR,185,No,Yes,19,157.3,123,6,0,False
SC,1,No,Yes,26,146.6,68,2,1,False
KS,107,No,No,0,260.5,108,5,1,False
NY,91,No,Yes,20,146.1,98,3,1,False
MI,178,Yes,No,0,124.5,134,2,2,True
MA,123,No,No,0,209.4,49,11,1,False
UT,170,No,No,0,285.7,44,4,1,True
HI,135,No,No,0,190.9,44,2,1,False
PA,85,No,No,0,144.4,88,3,1,False
OR,134,No,Yes,50,208.8,130,4,2,False
TN,148,No,Yes,36,77.6,141,2,1,False
CT,93,No,No,0,271.1,101,6,1,True
AZ,138,No,No,0,240.8,104,1,0,False
OR,159,No,No,0,114.8,98,5,0,False
DE,103,No,Yes,34,138.8,80,7,1,False
MA,150,No,Yes,27,209.8,112,6,0,False
CT,37,No,No,0,134.9,98,2,3,False
AR,33,Yes,No,0,164,99,4,0,False
SD,55,No,No,0,245.5,130,4,1,False
CT,134,No,Yes,32,80.3,94,3,0,False
CT,107,No,No,0,90.7,90,5,2,False
MA,80,No,Yes,36,190.3,115,4,1,False
MS,78,No,No,0,108.6,108,5,1,True
MT,85,No,Yes,17,89.8,88,7,4,True
AK,61,No,Yes,15,252.4,106,3,2,False
DE,97,No,Yes,32,183.4,94,4,5,False
OH,136,Yes,No,0,183.4,103,9,2,False
MN,135,No,No,0,155.2,100,9,3,False
CA,87,No,Yes,19,165.8,122,0,1,False
OH,165,No,No,0,209.4,67,1,0,False
NV,148,No,No,0,279.3,104,2,2,True
SC,99,No,No,0,174.1,102,2,2,False
WV,123,No,No,0,175.7,78,2,2,False
NM,127,Yes,No,0,256.5,87,3,1,False
WY,151,No,No,0,170.2,89,3,0,False
CA,185,No,No,0,139.6,92,4,1,False
KS,65,No,Yes,34,208.8,119,4,4,False
WY,58,No,No,0,210.1,126,2,4,False
OK,104,No,No,0,113.6,87,6,2,False
UT,44,No,No,0,202.6,89,3,0,False
MA,58,No,No,0,174.4,112,0,4,False
UT,108,No,No,0,210.6,117,5,0,False
MN,132,No,No,0,121.5,88,4,1,False
NE,80,No,No,0,127.8,67,2,2,False
OH,162,No,No,0,135.2,98,2,2,False
KY,110,No,No,0,99.4,62,3,2,False
WA,96,No,No,0,276.9,105,3,1,True
NY,168,No,No,0,163.4,134,2,2,True
IN,72,No,No,0,287.4,116,3,4,True
CO,125,No,Yes,23,120.5,104,3,1,False
DC,170,No,No,0,184.1,106,3,2,False
AK,71,No,No,0,185,84,4,3,False
SC,124,No,No,0,160.9,109,12,1,False
KS,68,No,No,0,207.6,68,6,2,False
UT,97,No,No,0,209.2,134,6,1,False
IL,98,Yes,No,0,158.4,71,4,1,False
DC,24,No,No,0,149,73,3,2,True
DC,136,No,No,0,204.5,63,2,0,False
OK,44,No,No,0,288.8,86,2,0,True
KY,96,No,Yes,40,108.6,90,4,0,False
NE,31,No,No,0,97.5,129,5,1,False
AL,72,No,No,0,166.5,102,5,0,False
HI,24,No,No,0,156.2,104,5,1,False
SC,112,No,Yes,31,225.2,89,1,4,False
GA,117,Yes,No,0,287.4,118,3,1,True
KS,137,No,Yes,19,175.3,96,2,0,False
PA,136,No,No,0,102.1,75,5,0,False
UT,95,No,No,0,157.9,103,2,0,False
OR,82,No,Yes,19,146.5,73,4,1,False
ND,145,No,No,0,245.8,116,13,1,True
KY,56,Yes,No,0,177.7,114,5,1,False
